Part,SN,Config,NO.,Mode,Gloss1,Gloss2,"Gloss_avg1,2",Gloss3,Gloss4,L1.D65,A1.D65,B1.D65,L1.F2,A1.F2,B1.F2,L1.A,A1.A,B1.A,L2.D65,A2.D65,B2.D65,L2.F2,A2.F2,B2.F2,L2.A,A2.A,B2.A,Lvalue,Avalue,Bvalue,"L.F2_avg1,2","A.F2_avg1,2","B.F2_avg1,2","L.A_avg1,2","A.A_avg1,2","B.A_avg1,2",L3.D65,A3.D65,B3.D65,L3.F2,A3.F2,B3.F2,L3.A,A3.A,B3.A,L4.D65,A4.D65,B4.D65,L4.F2,A4.F2,B4.F2,L4.A,A4.A,B4.A,F,Config 2,Items,dye1,dye2,Temp,Time,Na2SO4 (g/L),Dyeing pH,DE*cmc
Bucket,MJS0000067063472,15,170,SCI,11.41,12.05,11.73,12,12.2,85.89,4.74,5.93,86.61,2.86,6.83,86.85,5.22,7.84,85.97,4.76,5.95,86.7,2.87,6.85,86.93,5.23,7.86,85.93,4.75,5.94,86.655,2.865,6.84,86.89,5.225,7.85,84.61,5.15,6.77,85.42,3.09,7.78,85.68,5.71,8.86,84.83,5.12,6.92,85.65,3.05,7.95,85.9,5.68,9.01,11.4,15,++−−,0.3,0.048,14,5.6,1,6.8,0.62
Bucket,MJS0000067063286,15,171,SCI,11.57,12.17,11.87,11.9,12.4,85.82,4.75,5.95,86.54,2.86,6.84,86.78,5.24,7.86,86.01,4.73,5.86,86.73,2.86,6.74,86.97,5.2,7.76,85.915,4.74,5.905,86.635,2.86,6.79,86.875,5.22,7.81,84.61,5.19,6.82,85.43,3.11,7.84,85.68,5.73,8.92,85.57,5.23,6.93,86.39,3.12,7.97,86.64,5.77,9.07,11.3,15,++−−,0.3,0.048,14,5.6,1,6.8,0.64
Bucket,MJS0000067346463,15,172,SCI,13.02,13.33,13.175,12.3,12.9,86.14,4.54,5.67,86.83,2.74,6.53,87.06,5.01,7.5,86.21,4.58,5.68,86.91,2.76,6.54,87.13,5.03,7.52,86.175,4.56,5.675,86.87,2.75,6.535,87.095,5.02,7.51,84.83,5.07,6.78,85.65,3.03,7.79,85.9,5.62,8.85,84.99,5.18,6.84,85.8,3.1,7.87,86.05,5.73,8.95,11.9,15,++−−,0.3,0.048,14,5.6,1,6.8,0.65
Kickstand,MJS0000067343410,16,173,SCI,12.74,12.58,12.66,11.63,12.54,86.63,4.19,5.58,87.24,2.49,6.38,87.45,4.64,7.3,86.76,4.1,5.53,87.42,2.48,6.34,87.62,4.57,7.2,86.695,4.145,5.555,87.33,2.485,6.36,87.535,4.605,7.25,86.34,4.38,6.03,87.02,2.58,6.93,87.24,4.89,7.84,86.35,4.38,5.91,87.03,2.63,6.81,87.28,4.87,7.73,12.2,16,000a,0.25,0.04,15,5.6,1,6.8,0.56
Kickstand,MJS0000067343440,16,174,SCI,13.46,13.1,13.28,12.97,12.81,86.62,4.19,5.59,87.28,2.5,6.4,87.44,4.65,7.29,86.77,4.14,5.48,87.43,2.48,6.35,87.63,4.56,7.23,86.695,4.165,5.535,87.355,2.49,6.375,87.535,4.605,7.26,86.33,4.41,6.04,87.03,2.58,6.91,87.26,4.86,7.87,86.32,4.43,5.94,87.05,2.59,6.8,87.28,4.87,7.72,11.9,16,000a,0.25,0.04,15,5.6,1,6.8,0.58
Kickstand,MJS0000067423742,16,175,SCI,12.69,12.9,12.795,11.93,13.15,86.57,4.23,5.64,87.24,2.51,6.47,87.44,4.69,7.38,86.8,4.12,5.49,87.47,2.45,6.31,87.66,4.56,7.19,86.685,4.175,5.565,87.355,2.48,6.39,87.55,4.625,7.285,86.27,4.39,5.97,86.99,2.6,6.86,87.19,4.87,7.8,86.45,4.37,5.81,87.16,2.59,6.67,87.37,4.83,7.6,12.4,16,000a,0.25,0.04,15,5.6,1,6.8,0.55
Kickstand,MJS0000067423708,16,176,SCI,13.47,13.14,13.305,13.13,13.2,86.61,4.11,5.47,87.26,2.45,6.27,87.46,4.56,7.15,86.69,4.14,5.55,87.36,2.46,6.37,87.56,4.58,7.26,86.65,4.125,5.51,87.31,2.455,6.32,87.51,4.57,7.205,86.4,4.3,5.93,87.11,2.54,6.82,87.31,4.78,7.73,86.22,4.41,5.93,86.94,2.61,6.82,87.15,4.89,7.75,11.1,16,000a,0.25,0.04,15,5.6,1,6.8,0.6
Kickstand,MJS0000067343381,16,177,SCI,12.88,12.9,12.89,12.31,12.79,86.52,4.11,5.4,87.16,2.45,6.2,87.37,4.55,7.07,86.73,4.02,5.32,87.37,2.4,6.12,87.57,4.45,6.97,86.625,4.065,5.36,87.265,2.425,6.16,87.47,4.5,7.02,86.18,4.36,5.9,86.89,2.59,6.77,87.09,4.84,7.7,86.21,4.32,5.82,86.92,2.56,6.68,87.12,4.8,7.6,10.9,16,000a,0.25,0.04,15,5.6,1,6.8,0.76
Kickstand,MJS0000067423690,16,178,SCI,13.48,13.18,13.33,12.61,13.08,86.61,4.19,5.65,87.28,2.49,6.48,87.48,4.65,7.38,86.82,4.11,5.58,87.49,2.44,6.41,87.69,4.56,7.28,86.715,4.15,5.615,87.385,2.465,6.445,87.585,4.605,7.33,86.36,4.37,6.22,87.1,2.57,7.13,87.29,4.88,8.06,86.37,4.4,6.04,87.1,2.59,6.92,87.3,4.89,7.86,11.4,16,000a,0.25,0.04,15,5.6,1,6.8,0.51
Bucket,MJS0000067128787,16,179,SCI,13.12,13.41,13.265,12.1,12.7,86.79,4.1,5.51,87.45,2.43,6.33,87.65,4.56,7.21,86.87,4.08,5.32,87.52,2.43,6.12,87.71,4.51,7,86.83,4.09,5.415,87.485,2.43,6.225,87.68,4.535,7.105,85.55,4.5,6.57,86.32,2.63,7.55,86.53,5.04,8.46,85.5,4.55,6.65,86.27,2.65,7.65,86.48,5.08,8.58,10.5,16,000a,0.25,0.04,15,5.6,1,6.8,0.72
Bucket,MJS0000067128801,16,180,SCI,12.13,12.61,12.37,12.3,12.4,86.58,4.18,5.52,87.25,2.48,6.35,87.45,4.63,7.25,86.68,4.17,5.44,87.34,2.48,6.25,87.54,4.6,7.15,86.63,4.175,5.48,87.295,2.48,6.3,87.495,4.615,7.2,85.68,4.51,6.44,86.45,2.64,7.41,86.66,5.03,8.33,85.34,4.6,6.72,86.12,2.68,7.73,86.33,5.14,8.66,12.1,16,000a,0.25,0.04,15,5.6,1,6.8,0.63
Bucket,MJS0000067162618,16,181,SCI,11.86,12.55,12.205,11.9,12.7,86.47,4.19,5.54,87.14,2.49,6.37,87.34,4.66,7.27,86.54,4.2,5.53,87.21,2.49,6.36,87.41,4.65,7.25,86.505,4.195,5.535,87.175,2.49,6.365,87.375,4.655,7.26,85.23,4.52,6.46,85.99,2.66,7.42,86.2,5.05,8.35,84.93,4.5,6.51,85.69,2.63,7.48,85.9,5.04,8.4,12.3,16,000a,0.25,0.04,15,5.6,1,6.8,0.57
Bucket,MJS0000067207240,16,182,SCI,12.56,12.68,12.62,12.4,12.9,86.7,4.16,5.61,87.37,2.46,6.44,87.58,4.62,7.33,86.8,4.11,5.44,87.46,2.43,6.25,87.66,4.54,7.13,86.75,4.135,5.525,87.415,2.445,6.345,87.62,4.58,7.23,85.25,4.56,6.47,86.01,2.69,7.43,86.23,5.11,8.37,84.95,4.51,6.53,85.71,2.63,7.5,85.92,5.05,8.43,10.8,16,000a,0.25,0.04,15,5.6,1,6.8,0.6
Bucket,MJS0000067129066,16,183,SCI,12.06,12.69,12.375,12.7,13.3,86.73,4.09,5.37,87.38,2.43,6.18,87.58,4.54,7.06,86.85,4.08,5.23,87.49,2.43,6.01,87.69,4.5,6.9,86.79,4.085,5.3,87.435,2.43,6.095,87.635,4.52,6.98,85.52,4.46,6.29,86.27,2.62,7.24,86.48,4.98,8.15,85.24,4.58,6.57,86,2.67,7.55,86.22,5.11,8.49,11.4,16,000a,0.25,0.04,15,5.6,1,6.8,0.84
Bucket,MJS0000067343477,16,184,SCI,11.85,12.63,12.24,12.6,12.5,86.59,4.14,5.39,87.24,2.46,6.2,87.45,4.59,7.09,86.68,4.15,5.4,87.33,2.47,6.21,87.54,4.59,7.1,86.635,4.145,5.395,87.285,2.465,6.205,87.495,4.59,7.095,84.68,4.56,6.48,85.43,2.69,7.44,85.66,5.13,8.37,84.35,4.52,6.47,85.11,2.64,7.44,85.32,5.05,8.36,11.2,16,000a,0.25,0.04,15,5.6,1,6.8,0.73
Kickstand,MJS0000066247856,17,185,SCI,13.2,13.06,13.13,11.58,12.19,85.41,4.73,3.87,85.9,2.97,4.39,86.23,5.15,5.56,85.54,4.65,3.9,86.07,2.92,4.43,86.4,5.11,5.58,85.475,4.69,3.885,85.985,2.945,4.41,86.315,5.13,5.57,85.15,4.85,4.28,85.68,3.02,4.82,86.05,5.35,6.05,85.17,4.85,4.17,85.7,3.04,4.75,86,5.35,5.93,9.9,17,−+−+,0.2,0.048,14,8.4,1,6.8,3.38
Kickstand,MJS0000066040688,17,186,SCI,13.45,13.18,13.315,12.13,12.71,85.61,4.7,3.91,86.1,2.93,4.43,86.42,5.16,5.58,85.76,4.65,3.93,86.27,2.89,4.46,86.58,5.1,5.6,85.685,4.675,3.92,86.185,2.91,4.445,86.5,5.13,5.59,85.43,4.88,4.38,85.98,3,4.97,86.3,5.37,6.17,85.39,4.89,4.3,85.93,3.01,4.87,86.26,5.38,6.07,12.5,17,−+−+,0.2,0.048,14,8.4,1,6.8,3.3
Kickstand,MJS0000066030874,17,187,SCI,13.53,12.91,13.22,12.19,12.6,85.32,4.7,3.85,85.81,2.93,4.36,86.13,5.15,5.52,85.44,4.68,3.92,85.95,2.91,4.45,86.26,5.12,5.59,85.38,4.69,3.885,85.88,2.92,4.405,86.195,5.135,5.555,84.98,4.9,4.4,85.54,3.01,5,85.86,5.4,6.2,84.94,4.93,4.25,85.49,3.04,4.82,85.82,5.42,6.03,10.1,17,−+−+,0.2,0.048,14,8.4,1,6.8,3.38
Kickstand,MJS0000067129510,17,188,SCI,12.46,12.38,12.42,11.46,12.1,85.22,4.72,3.86,85.71,2.94,4.37,86.03,5.16,5.54,85.39,4.63,3.87,85.9,2.88,4.39,86.21,5.07,5.53,85.305,4.675,3.865,85.805,2.91,4.38,86.12,5.115,5.535,85.09,4.75,4.14,85.62,2.94,4.69,85.93,5.23,5.87,85.08,4.8,4.08,85.61,2.97,4.63,85.93,5.27,5.8,11.5,17,−+−+,0.2,0.048,14,8.4,1,6.8,3.39
Kickstand,MJS0000066250675,17,189,SCI,12.64,12.48,12.56,11.27,12.04,85.41,4.68,3.82,85.9,2.92,4.33,86.22,5.13,5.48,85.59,4.62,3.85,86.09,2.87,4.37,86.4,5.05,5.51,85.5,4.65,3.835,85.995,2.895,4.35,86.31,5.09,5.495,85.07,4.73,4.06,85.59,2.93,4.61,85.91,5.2,5.77,85.15,4.76,3.96,85.66,2.96,4.49,85.98,5.23,5.66,12.1,17,−+−+,0.2,0.048,14,8.4,1,6.8,3.41
Bucket,MJS0000066259440,17,190,SCI,12.63,13.05,12.84,12.6,12.9,85.73,4.57,3.69,86.22,2.84,4.2,86.53,4.99,5.34,85.73,4.58,3.69,86.22,2.84,4.19,86.53,4.99,5.33,85.73,4.575,3.69,86.22,2.84,4.195,86.53,4.99,5.335,84.37,4.82,4.48,84.93,2.95,5.09,85.25,5.33,6.25,84.36,4.89,4.61,84.92,2.98,5.24,85.25,5.41,6.42,11.2,17,−+−+,0.2,0.048,14,8.4,1,6.8,3.55
Bucket,MJS0000066622903,17,191,SCI,13.48,13.48,13.48,13.8,13.2,85.98,4.54,3.71,86.46,2.81,4.22,86.77,4.96,5.35,85.88,4.62,3.76,86.37,2.86,4.27,86.68,5.03,5.42,85.93,4.58,3.735,86.415,2.835,4.245,86.725,4.995,5.385,84.87,4.82,4.51,85.43,2.96,5.13,85.76,5.34,6.29,85.01,4.91,4.66,85.57,2.99,5.29,85.9,5.43,6.48,12.1,17,−+−+,0.2,0.048,14,8.4,1,6.8,3.48
Bucket,MJS0000067310355,17,192,SCI,13.63,13.76,13.695,11.6,13,85.89,4.46,3.63,86.37,2.78,4.13,86.67,4.88,5.23,85.83,4.53,3.63,86.31,2.81,4.13,86.62,4.93,5.25,85.86,4.495,3.63,86.34,2.795,4.13,86.645,4.905,5.24,84.64,4.8,4.46,85.2,2.94,5.08,85.52,5.31,6.23,84.48,5.13,4.41,85.04,3.16,5,85.39,5.64,6.26,10.9,17,−+−+,0.2,0.048,14,8.4,1,6.8,3.55
Kickstand,MJS0000067310682,18,193,SCI,12.28,12.23,12.255,11.52,12,86.89,2.94,4.22,87.37,1.71,4.83,87.52,3.35,5.46,87.05,2.86,4.16,87.54,1.66,4.77,87.68,3.26,5.37,86.97,2.9,4.19,87.455,1.685,4.8,87.6,3.305,5.415,86.53,3.03,4.39,87.04,1.75,5.03,87.19,3.46,5.67,86.53,3.07,4.29,87.03,1.78,4.92,87.19,3.49,5.57,12.1,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.27
Kickstand,MJS0000067162310,18,194,SCI,12.98,12.33,12.655,11.93,12.37,87.12,2.88,4.09,87.58,1.68,4.68,87.74,3.28,5.29,87.13,2.85,4.13,87.61,1.66,4.73,87.76,3.24,5.33,87.125,2.865,4.11,87.595,1.67,4.705,87.75,3.26,5.31,86.78,3.03,4.41,87.29,1.75,5.05,87.44,3.45,5.69,86.76,3.08,4.32,87.27,1.79,4.95,87.43,3.5,5.61,12.6,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.35
Kickstand,MJS0000067129413,18,195,SCI,11.7,11.24,11.47,10.75,11.21,86.57,2.92,4.21,87.05,1.7,4.81,87.2,3.33,5.42,86.68,2.82,4.15,87.15,1.64,4.76,87.3,3.23,5.34,86.625,2.87,4.18,87.1,1.67,4.785,87.25,3.28,5.38,86.38,3.02,4.36,86.89,1.75,5,87.04,3.44,5.64,86.44,3.04,4.26,86.94,1.77,4.88,87.09,3.46,5.52,11.2,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.29
Kickstand,MJS0000067129733,18,196,SCI,12.29,11.65,11.97,11.44,11.76,86.63,2.92,4.08,87.1,1.71,4.66,87.26,3.33,5.28,86.76,2.85,4.04,87.23,1.67,4.64,87.38,3.24,5.23,86.695,2.885,4.06,87.165,1.69,4.65,87.32,3.285,5.255,86.45,3.05,4.39,86.96,1.77,5.03,87.11,3.48,5.68,86.46,3.06,4.23,86.96,1.78,4.85,87.12,3.47,5.5,10.8,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.36
Kickstand,MJS0000067129840,18,197,SCI,12.37,12.08,12.225,11.46,11.84,86.94,2.94,4.21,87.42,1.71,4.81,87.57,3.34,5.44,87.08,2.86,4.16,87.56,1.66,4.76,87.71,3.25,5.36,87.01,2.9,4.185,87.49,1.685,4.785,87.64,3.295,5.4,86.64,3.03,4.36,87.15,1.76,4.99,87.3,3.45,5.64,86.57,3.11,4.3,87.08,1.81,4.92,87.24,3.53,5.58,11.8,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.28
Kickstand,MJS0000067129933,18,198,SCI,12.56,12.2,12.38,11.38,11.67,86.77,2.89,4.04,87.24,1.69,4.62,87.39,3.28,5.23,86.88,2.88,4.1,87.36,1.68,4.7,87.51,3.26,5.3,86.825,2.885,4.07,87.3,1.685,4.66,87.45,3.27,5.265,86.3,3.05,4.41,86.81,1.77,5.06,86.96,3.48,5.7,86.3,3.12,4.31,86.81,1.82,4.94,86.97,3.54,5.6,10.6,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.35
Bucket,MJS0000067241213,18,199,SCI,12.37,12.77,12.57,13.8,13.8,87.08,3.02,4.18,87.56,1.76,4.79,87.72,3.44,5.44,87.15,2.99,4.14,87.63,1.74,4.75,87.79,3.39,5.39,87.115,3.005,4.16,87.595,1.75,4.77,87.755,3.415,5.415,86.36,3.25,4.48,86.88,1.9,5.12,87.06,3.69,5.82,86.67,3.29,4.63,87.19,1.91,5.31,87.37,3.75,6.01,12.5,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.22
Bucket,MJS0000067311155,18,200,SCI,12.39,12.68,12.535,16.5,17,86.95,3.01,4.12,87.43,1.77,4.72,87.6,3.43,5.37,87.02,3,4.12,87.49,1.75,4.71,87.66,3.4,5.36,86.985,3.005,4.12,87.46,1.76,4.715,87.63,3.415,5.365,86.9,3.23,4.5,87.43,1.88,5.16,87.6,3.66,5.84,87.42,3.29,4.65,87.95,1.9,5.32,88.12,3.74,6.02,12.5,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.25
Bucket,MJS0000067240827,18,201,SCI,12.88,12.87,12.875,16.8,16.9,87.24,3,4.2,87.72,1.76,4.81,87.89,3.43,5.46,87.24,3.03,4.16,87.72,1.78,4.76,87.88,3.44,5.41,87.24,3.015,4.18,87.72,1.77,4.785,87.885,3.435,5.435,87.15,3.24,4.54,87.68,1.89,5.2,87.86,3.7,5.88,87.6,3.33,4.7,88.14,1.93,5.39,88.32,3.79,6.09,13.7,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.21
Bucket,MJS0000067311164,18,202,SCI,11.98,12.81,12.395,15.6,16.4,87.06,3.02,4.15,87.55,1.77,4.75,87.71,3.44,5.41,87.31,2.99,4.08,87.79,1.74,4.68,87.94,3.38,5.32,87.185,3.005,4.115,87.67,1.755,4.715,87.825,3.41,5.365,86.75,3.19,4.39,87.27,1.86,5.02,87.44,3.6,5.71,87.16,3.25,4.58,87.69,1.88,5.25,87.86,3.69,5.94,12.1,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.26
Bucket,MJS0000067101068,18,203,SCI,12.05,12.77,12.41,16.2,16.4,86.98,3.04,4.16,87.46,1.78,4.77,87.63,3.45,5.43,87.15,3.01,4.07,87.63,1.76,4.66,87.79,3.4,5.31,87.065,3.025,4.115,87.545,1.77,4.715,87.71,3.425,5.37,86.72,3.23,4.4,87.23,1.88,5.05,87.41,3.65,5.74,86.82,3.28,4.59,87.34,1.9,5.27,87.52,3.73,5.96,11.8,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.24
Bucket,MJS0000067343525,18,204,SCI,13.18,13.64,13.41,15.9,17.1,87.06,3.01,4.13,87.54,1.76,4.74,87.71,3.42,5.39,87.18,3.02,4.11,87.66,1.76,4.71,87.82,3.4,5.36,87.12,3.015,4.12,87.6,1.76,4.725,87.765,3.41,5.375,86.57,3.16,4.32,87.08,1.84,4.95,87.25,3.57,5.63,86.85,3.28,4.58,87.38,1.9,5.24,87.55,3.72,5.95,12.3,18,−−−−,0.2,0.032,14,5.6,1,6.8,2.25
Kickstand,MJS0000067384905,19,205,SCI,13.05,12.71,12.88,12.13,12.52,85.53,4.83,5.2,86.18,2.98,5.98,86.46,5.29,7.06,85.68,4.73,5.21,86.34,2.9,6,86.59,5.19,7.05,85.605,4.78,5.205,86.26,2.94,5.99,86.525,5.24,7.055,85.17,5.1,5.6,85.83,3.1,6.42,86.14,5.61,7.58,85.14,5.11,5.47,85.84,3.17,6.32,86.13,5.6,7.47,11.7,19,+++−,0.3,0.048,16,5.6,1,6.8,1.57
Kickstand,MJS0000067501403,19,206,SCI,12.08,11.94,12.01,11.08,11.84,85.51,4.83,5.21,86.17,2.94,5.95,86.43,5.26,7.02,85.68,4.78,5.26,86.33,2.94,5.98,86.56,5.22,7.07,85.595,4.805,5.235,86.25,2.94,5.965,86.495,5.24,7.045,85.14,5.08,5.58,85.84,3.12,6.45,86.11,5.6,7.54,85.16,5.14,5.47,85.82,3.16,6.28,86.1,5.58,7.42,12.1,19,+++−,0.3,0.048,16,5.6,1,6.8,1.56
Kickstand,MJS0000067501428,19,207,SCI,12.79,12.33,12.56,11.94,11.81,85.65,4.75,5.17,86.29,2.92,5.92,86.56,5.22,6.99,85.74,4.75,5.25,86.4,2.91,6.02,86.66,5.21,7.08,85.695,4.75,5.21,86.345,2.915,5.97,86.61,5.215,7.035,85.16,5.18,5.75,85.87,3.16,6.59,86.16,5.69,7.75,85.09,5.18,5.6,85.79,3.17,6.42,86.09,5.69,7.58,11,19,+++−,0.3,0.048,16,5.6,1,6.8,1.52
Kickstand,MJS0000067310604,19,208,SCI,12.88,12.47,12.675,11.86,11.69,85.57,4.73,5.17,86.2,2.9,5.93,86.47,5.19,6.99,85.6,4.75,5.27,86.26,2.91,6.05,86.52,5.21,7.11,85.585,4.74,5.22,86.23,2.905,5.99,86.495,5.2,7.05,85.07,5.15,5.69,85.78,3.14,6.52,86.05,5.64,7.68,84.98,5.16,5.53,85.68,3.15,6.34,85.97,5.64,7.5,10.7,19,+++−,0.3,0.048,16,5.6,1,6.8,1.5
Kickstand,MJS0000067501420,19,209,SCI,11.99,12.02,12.005,11.52,11.94,85.46,4.79,5.18,86.1,2.94,5.94,86.37,5.26,7.01,85.7,4.66,5.11,86.34,2.86,5.86,86.6,5.12,6.89,85.58,4.725,5.145,86.22,2.9,5.9,86.485,5.19,6.95,85.25,4.95,5.41,85.92,3.03,6.2,86.2,5.44,7.31,85.27,5,5.37,85.94,3.06,6.16,86.22,5.49,7.27,12.7,19,+++−,0.3,0.048,16,5.6,1,6.8,1.59
Kickstand,MJS0000067207639,19,210,SCI,12.29,11.94,12.115,11.07,11.85,85.37,4.83,5.25,86.02,2.96,6.01,86.29,5.29,7.1,85.54,4.75,5.21,86.19,2.91,5.98,86.46,5.2,7.04,85.455,4.79,5.23,86.105,2.935,5.995,86.375,5.245,7.07,85.04,5.01,5.47,85.72,3.07,6.28,86,5.5,7.41,85.15,5.05,5.39,85.83,3.09,6.19,86.11,5.52,7.32,11.5,19,+++−,0.3,0.048,16,5.6,1,6.8,1.56
Bucket,MJS0000067062681,19,211,SCI,11.56,12.15,11.855,11.2,12.7,85.64,4.85,5.21,86.29,2.97,5.99,86.57,5.32,7.08,85.76,4.82,5.19,86.41,2.94,5.96,86.68,5.27,7.04,85.7,4.835,5.2,86.35,2.955,5.975,86.625,5.295,7.06,84.33,5.27,5.72,85.04,3.22,6.56,85.35,5.78,7.73,84.01,5.29,5.91,84.73,3.22,6.78,85.03,5.83,7.95,12.2,19,+++−,0.3,0.048,16,5.6,1,6.8,1.64
Bucket,MJS0000067063092,19,212,SCI,12.52,12.58,12.55,12.2,13,85.94,4.75,5.18,86.58,2.9,5.95,86.85,5.21,7.02,85.88,4.83,5.23,86.54,2.95,6,86.81,5.29,7.09,85.91,4.79,5.205,86.56,2.925,5.975,86.83,5.25,7.055,84.52,5.23,5.72,85.23,3.2,6.57,85.54,5.76,7.72,84.46,5.31,5.92,85.18,3.23,6.8,85.48,5.85,7.97,10.8,19,+++−,0.3,0.048,16,5.6,1,6.8,1.57
Bucket,MJS0000067063189,19,213,SCI,12.31,12.48,12.395,12.3,12.3,85.83,4.69,5.13,86.48,2.86,5.89,86.74,5.15,6.95,85.83,4.73,5.14,86.47,2.89,5.9,86.74,5.18,6.97,85.83,4.71,5.135,86.475,2.875,5.895,86.74,5.165,6.96,84.15,5.32,5.93,84.87,3.25,6.8,85.18,5.88,7.97,83.14,5.31,5.99,83.86,3.23,6.87,84.16,5.86,8.04,12.3,19,+++−,0.3,0.048,16,5.6,1,6.8,1.57
Bucket,MJS0000067062704,19,214,SCI,11.77,12.26,12.015,12.2,12.4,85.67,4.87,5.26,86.33,2.97,6.05,86.6,5.34,7.14,85.79,4.84,5.21,86.45,2.95,5.97,86.72,5.29,7.07,85.73,4.855,5.235,86.39,2.96,6.01,86.66,5.315,7.105,83.73,5.28,5.91,84.45,3.22,6.79,84.76,5.84,7.94,82.37,5.3,6,83.09,3.22,6.88,83.39,5.86,8.04,11.6,19,+++−,0.3,0.048,16,5.6,1,6.8,1.62
Bucket,MJS0000067062664,19,215,SCI,11.75,12.12,11.935,11.7,12,85.67,4.76,5.12,86.32,2.91,5.88,86.58,5.21,6.96,85.76,4.76,5.12,86.41,2.91,5.89,86.67,5.21,6.96,85.715,4.76,5.12,86.365,2.91,5.885,86.625,5.21,6.96,83.83,5.27,5.85,84.55,3.22,6.71,84.86,5.82,7.86,83.93,5.36,5.99,84.66,3.26,6.87,84.96,5.9,8.06,11.8,19,+++−,0.3,0.048,16,5.6,1,6.8,1.66
Bucket,MJS0000067345922,19,216,SCI,11.53,12.25,11.89,11.7,11.9,85.77,4.7,5.02,86.4,2.88,5.77,86.67,5.15,6.82,86.01,4.6,4.88,86.63,2.82,5.61,86.89,5.03,6.65,85.89,4.65,4.95,86.515,2.85,5.69,86.78,5.09,6.735,84.37,5.28,5.84,85.09,3.22,6.7,85.4,5.82,7.86,83.3,5.24,5.87,84.01,3.19,6.74,84.31,5.78,7.89,12.2,19,+++−,0.3,0.048,16,5.6,1,6.8,1.75
Kickstand,MJS0000067423903,20,217,SCI,12.87,12.57,12.72,12.28,12.76,84.98,5.73,7.39,85.86,3.45,8.46,86.15,6.33,9.7,85.15,5.69,7.54,86.05,3.41,8.64,86.33,6.28,9.86,85.065,5.71,7.465,85.955,3.43,8.55,86.24,6.305,9.78,84.63,6.08,8.65,85.63,3.6,9.9,85.91,6.74,11.19,84.72,6.06,8.4,85.71,3.6,9.62,86,6.71,10.9,11.5,20,++−+,0.3,0.048,14,8.4,1,6.8,1.85
Kickstand,MJS0000067423646,20,218,SCI,11.99,12.19,12.09,11.19,12.08,84.62,5.81,7.6,85.51,3.49,8.7,85.81,6.42,9.95,84.89,5.68,7.54,85.78,3.41,8.64,86.07,6.28,9.85,84.755,5.745,7.57,85.645,3.45,8.67,85.94,6.35,9.9,84.5,5.86,8.13,85.46,3.48,9.31,85.73,6.5,10.56,84.59,5.86,8.04,85.54,3.49,9.2,85.82,6.5,10.45,11.3,20,++−+,0.3,0.048,14,8.4,1,6.8,1.97
Kickstand,MJS0000067384875,20,219,SCI,12.54,12.56,12.55,11.49,12.44,84.81,5.82,7.52,85.69,3.51,8.6,86,6.43,9.83,85.03,5.69,7.55,85.91,3.42,8.65,86.25,6.32,9.88,84.92,5.755,7.535,85.8,3.465,8.625,86.125,6.375,9.855,84.56,5.97,8.43,85.57,3.55,9.62,85.82,6.65,10.93,84.67,5.99,8.23,85.64,3.57,9.42,85.94,6.62,10.68,10.5,20,++−+,0.3,0.048,14,8.4,1,6.8,1.94
Kickstand,MJS0000067384957,20,220,SCI,13.06,12.89,12.975,12.29,12.5,84.91,5.76,7.41,85.75,3.47,8.49,86.06,6.36,9.7,85.09,5.64,7.41,86,3.38,8.45,86.27,6.19,9.69,85,5.7,7.41,85.875,3.425,8.47,86.165,6.275,9.695,84.66,5.95,8.18,85.67,3.56,9.37,85.9,6.6,10.64,84.73,5.9,7.87,85.62,3.51,9.02,85.89,6.53,10.26,11.2,20,++−+,0.3,0.048,14,8.4,1,6.8,1.82
Kickstand,MJS0000067310797,20,221,SCI,12.48,12.28,12.38,12.27,12.39,84.65,5.71,7.54,85.54,3.43,8.64,85.83,6.32,9.86,84.8,5.7,7.58,85.7,3.42,8.7,85.98,6.29,9.91,84.725,5.705,7.56,85.62,3.425,8.67,85.905,6.305,9.885,84.42,6.08,8.51,85.41,3.61,9.74,85.7,6.73,11.03,84.41,6.07,8.34,85.39,3.61,9.55,85.68,6.71,10.83,11.5,20,++−+,0.3,0.048,14,8.4,1,6.8,1.93
Kickstand,MJS0000067384822,20,222,SCI,11.86,11.93,11.895,11.27,12.23,84.65,5.82,7.72,85.55,3.49,8.83,85.84,6.44,10.08,84.88,5.72,7.68,85.79,3.42,8.8,86.07,6.32,10.02,84.765,5.77,7.7,85.67,3.455,8.815,85.955,6.38,10.05,84.56,5.95,8.2,85.52,3.55,9.39,85.81,6.6,10.66,84.69,5.95,8.07,85.64,3.54,9.25,85.93,6.58,10.51,10.4,20,++−+,0.3,0.048,14,8.4,1,6.8,2.06
